0,1,2,3,4,5,6
44,Machine learning pipeline for battery state-of-health estimation,The Cambridge Structural Database: a quarter of a million crystal structures and rising.,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'The Cambridge Structural Database: a quarter of a million crystal structures and rising.']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'The Cambridge Structural Database: a quarter of a million crystal structures and rising.', 'paperId': 'e6ce8255f48e3736f0a5fa0d85fb43c700d4f743', 'nodeNum': 2}]"
45,Machine learning pipeline for battery state-of-health estimation,TRUNCATULIX – a data warehouse for the legume community,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'TRUNCATULIX – a data warehouse for the legume community']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'TRUNCATULIX – a data warehouse for the legume community', 'paperId': '05bbc3079659d6990aa90d24564c4656202755c6', 'nodeNum': 2}]"
46,Machine learning pipeline for battery state-of-health estimation,C4.5: Programs for Machine Learning,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'C4.5: Programs for Machine Learning']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'C4.5: Programs for Machine Learning', 'paperId': '807c1f19047f96083e13614f7ce20f2ac98c239a', 'nodeNum': 2}]"
47,Machine learning pipeline for battery state-of-health estimation,Double/Debiased Machine Learning for Treatment and Structural Parameters,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Double/Debiased Machine Learning for Treatment and Structural Parameters']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Double/Debiased Machine Learning for Treatment and Structural Parameters', 'paperId': 'f75b70c9d7078724b592ec3e21de705e7b6ff73f', 'nodeNum': 2}]"
48,Machine learning pipeline for battery state-of-health estimation,Data science from a library and information science perspective,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'Data science from a library and information science perspective']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'Data science from a library and information science perspective', 'paperId': '46f1c45c62b7dbf77af405f5ddcf137b5e1ddde9', 'nodeNum': 2}]"
49,Machine learning pipeline for battery state-of-health estimation,HMDB 4.0: the human metabolome database for 2018,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'HMDB 4.0: the human metabolome database for 2018']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'HMDB 4.0: the human metabolome database for 2018', 'paperId': '80777d42513103bede188b2eebbdce7fb6f91390', 'nodeNum': 2}]"
50,Machine learning pipeline for battery state-of-health estimation,Explainable AI: A Review of Machine Learning Interpretability Methods,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Explainable AI: A Review of Machine Learning Interpretability Methods']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Explainable AI: A Review of Machine Learning Interpretability Methods', 'paperId': 'f156ecbbb9243522275490d698c6825f4d2e01af', 'nodeNum': 2}]"
51,Machine learning pipeline for battery state-of-health estimation,Sherlock: A Deep Learning Approach to Semantic Data Type Detection,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Sherlock: A Deep Learning Approach to Semantic Data Type Detection']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Sherlock: A Deep Learning Approach to Semantic Data Type Detection', 'paperId': 'b03e4702c8427b2458234ff8f37358c68177ccbb', 'nodeNum': 2}]"
52,Machine learning pipeline for battery state-of-health estimation,Automating data science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'Automating data science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'paperId': 'd5ab4aab4d30bc9f76151a50ca509030e5c1bcdc', 'nodeNum': 1}, {'title': 'Automating data science', 'paperId': 'f9b0b10713044c146caa84704b66804aa1e82d5e', 'nodeNum': 2}]"
53,Machine learning pipeline for battery state-of-health estimation,Effective Use of Synthetic Data for Urban Scene Semantic Segmentation,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Effective Use of Synthetic Data for Urban Scene Semantic Segmentation']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Effective Use of Synthetic Data for Urban Scene Semantic Segmentation', 'paperId': 'bc7d49fcd26042c755f1ab663f8b93351e6768fa', 'nodeNum': 2}]"
54,Machine learning pipeline for battery state-of-health estimation,Ribosomal Database Project: data and tools for high throughput rRNA analysis,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Ribosomal Database Project: data and tools for high throughput rRNA analysis']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Ribosomal Database Project: data and tools for high throughput rRNA analysis', 'paperId': 'd7c78b7071ea150346320e5b43a03824263e0fa9', 'nodeNum': 2}]"
55,Machine learning pipeline for battery state-of-health estimation,Data Science for Local Government,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'Data Science for Local Government']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'A new paradigm for accelerating clinical data science at Stanford Medicine', 'paperId': '5b9ea2abf1c5a04b3024367409284edceb741ef2', 'nodeNum': 1}, {'title': 'Data Science for Local Government', 'paperId': '08468bac470e5c2cbbd2b66e8e7cf2ab65f38e02', 'nodeNum': 2}]"
56,Machine learning pipeline for battery state-of-health estimation,"Data Science in Healthcare: Benefits, Challenges and Opportunities",2.0,"['Machine learning pipeline for battery state-of-health estimation', 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'Data Science in Healthcare: Benefits, Challenges and Opportunities']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'paperId': 'd5ab4aab4d30bc9f76151a50ca509030e5c1bcdc', 'nodeNum': 1}, {'title': 'Data Science in Healthcare: Benefits, Challenges and Opportunities', 'paperId': '2f972d51b7c1ee4a422b9c458ac373ddd3b722ea', 'nodeNum': 2}]"
57,Machine learning pipeline for battery state-of-health estimation,Eleven grand challenges in single-cell data science,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Teaching Creative and Practical Data Science at Scale', 'Eleven grand challenges in single-cell data science']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Teaching Creative and Practical Data Science at Scale', 'paperId': '840b60da93c2776230d3e6123d708e1c7e66ebc0', 'nodeNum': 1}, {'title': 'Eleven grand challenges in single-cell data science', 'paperId': '370d248f97b75c4040e5828a658bbe4c3b80bf1e', 'nodeNum': 2}]"
58,Machine learning pipeline for battery state-of-health estimation,Conceptual Data Warehouse Design,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Teaching Creative and Practical Data Science at Scale', 'Conceptual Data Warehouse Design']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Teaching Creative and Practical Data Science at Scale', 'paperId': '840b60da93c2776230d3e6123d708e1c7e66ebc0', 'nodeNum': 1}, {'title': 'Conceptual Data Warehouse Design', 'paperId': 'af84ff9828e212a599acc95c38bcd2149665a16b', 'nodeNum': 2}]"
59,Machine learning pipeline for battery state-of-health estimation,Architecture and Implementation of a Clinical Research Data Warehouse for Prostate Cancer,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'Architecture and Implementation of a Clinical Research Data Warehouse for Prostate Cancer']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'paperId': 'd5ab4aab4d30bc9f76151a50ca509030e5c1bcdc', 'nodeNum': 1}, {'title': 'Architecture and Implementation of a Clinical Research Data Warehouse for Prostate Cancer', 'paperId': '6dbcc8b895dc4cfcdbeef2f40df2d359430c63de', 'nodeNum': 2}]"
60,Machine learning pipeline for battery state-of-health estimation,Data Warehouse Design: Modern Principles and Methodologies,2.0,"['Machine learning pipeline for battery state-of-health estimation', 'Teaching Creative and Practical Data Science at Scale', 'Data Warehouse Design: Modern Principles and Methodologies']","[0.0, 1.0, 2.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Teaching Creative and Practical Data Science at Scale', 'paperId': '840b60da93c2776230d3e6123d708e1c7e66ebc0', 'nodeNum': 1}, {'title': 'Data Warehouse Design: Modern Principles and Methodologies', 'paperId': 'b5f95887c3f0998906841b84e03fe1e99422bbab', 'nodeNum': 2}]"
